,1,2,3,4,5,6,7,8,9,10
1,1,0.24687604524483417,0,0.05543707854981546,0.10581145714592366,0.07987901659622626,0.1085037587109542,0.13503568252457443,0.084843782414632,0.08960063648218348
2,0.24687604524483417,1,0,0.045213205936671275,0.0748503288491157,0.0958473282175722,0.09506552930877878,0.18557155533724978,0.04501345023852183,0.04753717569921877
3,0,0,0.9999999999999999,0.12091495493956739,0.23784937404944165,0,0,0,0,0.09152130429405775
4,0.05543707854981546,0.045213205936671275,0.12091495493956739,1.0000000000000002,0.24527698681705418,0,0.07421430592547154,0.08750780545016708,0,0
5,0.10581145714592366,0.0748503288491157,0.23784937404944165,0.24527698681705418,1,0.10619251138606128,0.06143078209949419,0.1638119938878291,0.036026539347092455,0.038046404390302324
6,0.07987901659622626,0.0958473282175722,0,0,0.10619251138606128,0.9999999999999998,0.09979401791901597,0.12360433727867366,0.04613269700263776,0.04871917418621829
7,0.1085037587109542,0.09506552930877878,0,0.07421430592547154,0.06143078209949419,0.09979401791901597,1.0000000000000002,0.3666890983801228,0.03694321047971893,0.07802893926867707
8,0.13503568252457443,0.18557155533724978,0,0.08750780545016708,0.1638119938878291,0.12360433727867366,0.3666890983801228,1,0.03517033675012997,0.03714219791267708
9,0.084843782414632,0.04501345023852183,0,0,0.036026539347092455,0.04613269700263776,0.03694321047971893,0.03517033675012997,1.0000000000000002,0.3340998939466032
10,0.08960063648218348,0.04753717569921877,0.09152130429405775,0,0.038046404390302324,0.04871917418621829,0.07802893926867707,0.03714219791267708,0.3340998939466032,1.0000000000000002
