,1,2,3,4,5,6,7,8,9,10
1,0.9999999999999998,0.11072461019939918,0,0.012678870175412497,0.03924045127672695,0.012940603948951197,0.04156589527187129,0.0308004287529889,0.016173267078128876,0.0180065038925157
2,0.11072461019939918,0.9999999999999998,0,0.009781027826320671,0.008565032555091187,0.009924302662060363,0.022349993016765643,0.04238727981366974,0.0005390841095520578,0.0006001891930770933
3,0,0,0.9999999999999998,0.04504084387031423,0.13701929291750664,0,0,0,0,0.0599511215599767
4,0.012678870175412497,0.009781027826320671,0.04504084387031423,0.9999999999999999,0.1296295348308122,0,0.041873348943282755,0.03865192326253531,0,0
5,0.03924045127672695,0.008565032555091187,0.13701929291750664,0.1296295348308122,0.9999999999999999,0.01877853554967759,0.01284687473270216,0.058956441354427944,0.00045280259950011435,0.0005041276899128115
6,0.012940603948951197,0.009924302662060363,0,0,0.01877853554967759,1.0000000000000002,0.031322274755323905,0.025049198564433727,0.0005246623424607632,0.0005841327213690656
7,0.04156589527187129,0.022349993016765643,0,0.041873348943282755,0.01284687473270216,0.031322274755323905,1,0.2380690118487745,0.00047963631449915125,0.028313442062958792
8,0.0308004287529889,0.04238727981366974,0,0.03865192326253531,0.058956441354427944,0.025049198564433727,0.2380690118487745,1,0.0004669369755446,0.0005198641948523414
9,0.016173267078128876,0.0005390841095520578,0,0,0.00045280259950011435,0.0005246623424607632,0.00047963631449915125,0.0004669369755446,1.0000000000000002,0.17335426089030162
10,0.0180065038925157,0.0006001891930770933,0.0599511215599767,0,0.0005041276899128115,0.0005841327213690656,0.028313442062958792,0.0005198641948523414,0.17335426089030162,1.0000000000000002
